time,reward,rl_cwe,rl_hwe,rbc_cwe,rbc_hwe,rl_energy,rbc_energy
2019-05-23 12:00:00,6.909,0.000,0.160,0.000,0.198,0.160,0.198
2019-05-23 12:30:00,26.027,0.000,0.154,0.000,0.196,0.154,0.196
2019-05-23 13:00:00,63.692,0.000,0.000,0.000,0.193,0.000,0.193
2019-05-23 13:30:00,30.363,0.000,0.000,0.000,0.190,0.000,0.190
2019-05-23 14:00:00,24.849,0.000,0.000,0.000,0.182,0.000,0.182
2019-05-23 14:30:00,54.195,0.000,0.000,0.000,0.176,0.000,0.176
2019-05-23 15:00:00,63.873,0.000,0.000,0.000,0.171,0.000,0.171
2019-05-23 15:30:00,28.876,0.000,0.000,0.000,0.166,0.000,0.166
2019-05-23 16:00:00,15.590,0.000,0.000,0.000,0.162,0.000,0.162
2019-05-23 16:30:00,36.401,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 17:00:00,26.542,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 17:30:00,32.239,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 18:00:00,38.174,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 18:30:00,32.446,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 19:00:00,46.982,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 19:30:00,20.508,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 20:00:00,25.346,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 20:30:00,25.795,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 21:00:00,11.287,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 21:30:00,18.386,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 22:00:00,23.764,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 22:30:00,17.464,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 23:00:00,7.520,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-23 23:30:00,10.941,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-24 00:00:00,4.998,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-24 00:30:00,7.816,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-24 01:00:00,50.871,0.000,0.000,0.000,0.171,0.000,0.171
2019-05-24 01:30:00,51.746,0.000,0.000,0.000,0.175,0.000,0.175
2019-05-24 02:00:00,64.124,0.000,0.000,0.000,0.179,0.000,0.179
2019-05-24 02:30:00,42.440,0.000,0.000,0.000,0.181,0.000,0.181
2019-05-24 03:00:00,46.693,0.000,0.000,0.000,0.185,0.000,0.185
2019-05-24 03:30:00,72.272,0.000,0.000,0.000,0.188,0.000,0.188
2019-05-24 04:00:00,54.542,0.000,0.000,0.000,0.189,0.000,0.189
2019-05-24 04:30:00,44.239,0.000,0.000,0.000,0.191,0.000,0.191
2019-05-24 05:00:00,41.728,0.000,0.000,0.000,0.193,0.000,0.193
2019-05-24 05:30:00,15.803,0.000,0.158,0.000,0.196,0.158,0.196
2019-05-24 06:00:00,-9.383,0.000,0.168,0.000,0.198,0.168,0.198
2019-05-24 06:30:00,-14.809,0.000,0.174,0.000,0.202,0.174,0.202
2019-05-24 07:00:00,-58.466,0.000,0.188,0.000,0.204,0.188,0.204
2019-05-24 07:30:00,-17.873,0.000,0.181,0.000,0.212,0.181,0.212
2019-05-24 08:00:00,15.602,0.000,0.168,0.000,0.218,0.168,0.218
2019-05-24 08:30:00,50.254,0.000,0.163,0.000,0.223,0.163,0.223
2019-05-24 09:00:00,22.829,0.000,0.169,0.000,0.227,0.169,0.227
2019-05-24 09:30:00,-1.485,0.000,0.178,0.000,0.230,0.178,0.230
2019-05-24 10:00:00,31.137,0.000,0.193,0.000,0.235,0.193,0.235
2019-05-24 10:30:00,35.624,0.000,0.190,0.000,0.238,0.190,0.238
2019-05-24 11:00:00,81.200,0.000,0.170,0.000,0.239,0.170,0.239
2019-05-24 11:30:00,57.706,0.000,0.175,0.000,0.238,0.175,0.238
2019-05-24 12:00:00,10.168,0.000,0.172,0.000,0.223,0.172,0.223
2019-05-24 12:30:00,8.637,0.000,0.166,0.000,0.208,0.166,0.208
2019-05-24 13:00:00,30.313,0.000,0.155,0.000,0.198,0.155,0.198
2019-05-24 13:30:00,59.255,0.000,0.000,0.000,0.184,0.000,0.184
2019-05-24 14:00:00,58.610,0.000,0.000,0.000,0.176,0.000,0.176
2019-05-24 14:30:00,42.360,0.000,0.000,0.000,0.170,0.000,0.170
2019-05-24 15:00:00,48.450,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 15:30:00,38.180,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 16:00:00,29.794,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 16:30:00,36.821,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 17:00:00,34.989,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 17:30:00,29.360,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 18:00:00,34.315,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 18:30:00,60.724,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 19:00:00,42.559,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 19:30:00,59.492,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 20:00:00,60.433,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 20:30:00,38.745,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 21:00:00,23.485,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 21:30:00,47.420,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 22:00:00,68.608,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 22:30:00,53.118,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 23:00:00,29.511,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-24 23:30:00,31.948,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-25 00:00:00,17.451,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-25 00:30:00,56.936,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-25 01:00:00,22.831,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-25 01:30:00,70.474,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-25 02:00:00,41.504,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-25 02:30:00,23.861,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-25 03:00:00,23.032,0.000,0.000,0.000,0.182,0.000,0.182
2019-05-25 03:30:00,22.679,0.000,0.000,0.000,0.182,0.000,0.182
2019-05-25 04:00:00,46.597,0.000,0.000,0.000,0.182,0.000,0.182
2019-05-25 04:30:00,50.147,0.000,0.000,0.000,0.182,0.000,0.182
2019-05-25 05:00:00,14.054,0.000,0.149,0.000,0.182,0.149,0.182
2019-05-25 05:30:00,34.052,0.000,0.150,0.000,0.189,0.150,0.189
2019-05-25 06:00:00,44.656,0.000,0.146,0.000,0.191,0.146,0.191
2019-05-25 06:30:00,31.643,0.000,0.153,0.000,0.193,0.153,0.193
2019-05-25 07:00:00,40.232,0.000,0.153,0.000,0.195,0.153,0.195
2019-05-25 07:30:00,41.398,0.000,0.150,0.000,0.197,0.150,0.197
2019-05-25 08:00:00,21.501,0.000,0.148,0.000,0.200,0.148,0.200
2019-05-25 08:30:00,26.614,0.000,0.150,0.000,0.201,0.150,0.201
2019-05-25 09:00:00,30.903,0.000,0.153,0.000,0.204,0.153,0.204
2019-05-25 09:30:00,43.993,0.000,0.159,0.000,0.206,0.159,0.206
2019-05-25 10:00:00,14.028,0.000,0.164,0.000,0.204,0.164,0.204
2019-05-25 10:30:00,-19.251,0.000,0.177,0.000,0.202,0.177,0.202
2019-05-25 11:00:00,-15.708,0.000,0.176,0.000,0.204,0.176,0.204
2019-05-25 11:30:00,-20.668,0.000,0.179,0.000,0.205,0.179,0.205
2019-05-25 12:00:00,-2.281,0.000,0.169,0.000,0.203,0.169,0.203
2019-05-25 12:30:00,-1.072,0.000,0.165,0.000,0.199,0.165,0.199
2019-05-25 13:00:00,18.637,0.000,0.154,0.000,0.192,0.154,0.192
2019-05-25 13:30:00,43.016,0.000,0.000,0.000,0.179,0.000,0.179
2019-05-25 14:00:00,12.912,0.000,0.000,0.000,0.171,0.000,0.171
2019-05-25 14:30:00,2.908,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-25 15:00:00,-6.242,0.000,0.000,0.000,0.164,0.000,0.164
2019-05-25 15:30:00,-43.929,0.000,0.000,0.000,0.161,0.000,0.161
2019-05-25 16:00:00,8.156,0.000,0.000,0.000,0.160,0.000,0.160
2019-05-25 16:30:00,16.957,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 17:00:00,44.088,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 17:30:00,2.531,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 18:00:00,4.516,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 18:30:00,10.636,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 19:00:00,4.374,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 19:30:00,7.363,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 20:00:00,3.258,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 20:30:00,10.842,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 21:00:00,13.762,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 21:30:00,-23.300,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 22:00:00,9.426,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 22:30:00,-6.193,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 23:00:00,-57.344,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-25 23:30:00,-4.911,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 00:00:00,8.566,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 00:30:00,66.587,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-26 01:00:00,47.108,0.000,0.000,0.000,0.169,0.000,0.169
2019-05-26 01:30:00,69.067,0.000,0.000,0.000,0.174,0.000,0.174
2019-05-26 02:00:00,38.976,0.000,0.000,0.000,0.177,0.000,0.177
2019-05-26 02:30:00,31.824,0.000,0.000,0.000,0.178,0.000,0.178
2019-05-26 03:00:00,28.281,0.000,0.000,0.000,0.181,0.000,0.181
2019-05-26 03:30:00,60.416,0.000,0.000,0.000,0.182,0.000,0.182
2019-05-26 04:00:00,8.319,0.000,0.151,0.000,0.183,0.151,0.183
2019-05-26 04:30:00,-0.425,0.000,0.154,0.000,0.184,0.154,0.184
2019-05-26 05:00:00,3.055,0.000,0.156,0.000,0.189,0.156,0.189
2019-05-26 05:30:00,16.351,0.000,0.155,0.000,0.192,0.155,0.192
2019-05-26 06:00:00,58.067,0.000,0.150,0.000,0.194,0.150,0.194
2019-05-26 06:30:00,43.294,0.000,0.149,0.000,0.197,0.149,0.197
2019-05-26 07:00:00,37.054,0.000,0.149,0.000,0.198,0.149,0.198
2019-05-26 07:30:00,6.400,0.000,0.165,0.000,0.203,0.165,0.203
2019-05-26 08:00:00,34.534,0.000,0.154,0.000,0.208,0.154,0.208
2019-05-26 08:30:00,37.605,0.000,0.155,0.000,0.208,0.155,0.208
2019-05-26 09:00:00,46.177,0.000,0.158,0.000,0.206,0.158,0.206
2019-05-26 09:30:00,25.120,0.000,0.162,0.000,0.208,0.162,0.208
2019-05-26 10:00:00,-6.649,0.000,0.175,0.000,0.214,0.175,0.214
2019-05-26 10:30:00,-56.099,0.000,0.191,0.000,0.218,0.191,0.218
2019-05-26 11:00:00,-16.634,0.000,0.183,0.000,0.220,0.183,0.220
2019-05-26 11:30:00,-16.220,0.000,0.182,0.000,0.218,0.182,0.218
2019-05-26 12:00:00,-58.261,0.000,0.185,0.000,0.201,0.185,0.201
2019-05-26 12:30:00,-20.663,0.000,0.174,0.000,0.198,0.174,0.198
2019-05-26 13:00:00,18.144,0.000,0.155,0.000,0.194,0.155,0.194
2019-05-26 13:30:00,62.433,0.000,0.000,0.000,0.179,0.000,0.179
2019-05-26 14:00:00,27.678,0.000,0.000,0.000,0.172,0.000,0.172
2019-05-26 14:30:00,-5.462,0.000,0.000,0.000,0.168,0.000,0.168
2019-05-26 15:00:00,15.946,0.000,0.000,0.000,0.168,0.000,0.168
2019-05-26 15:30:00,17.843,0.000,0.000,0.000,0.168,0.000,0.168
2019-05-26 16:00:00,13.830,0.000,0.000,0.000,0.168,0.000,0.168
2019-05-26 16:30:00,19.704,0.000,0.000,0.000,0.168,0.000,0.168
2019-05-26 17:00:00,25.858,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 17:30:00,12.968,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 18:00:00,-9.019,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 18:30:00,-6.005,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 19:00:00,43.889,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 19:30:00,28.324,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 20:00:00,22.004,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 20:30:00,10.240,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 21:00:00,41.302,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 21:30:00,9.618,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 22:00:00,50.514,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 22:30:00,37.023,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 23:00:00,18.810,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-26 23:30:00,1.811,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 00:00:00,9.415,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 00:30:00,16.197,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 01:00:00,23.236,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 01:30:00,56.969,0.000,0.000,0.000,0.176,0.000,0.176
2019-05-27 02:00:00,7.968,0.000,0.150,0.000,0.183,0.150,0.183
2019-05-27 02:30:00,-7.068,0.000,0.155,0.000,0.183,0.155,0.183
2019-05-27 03:00:00,-18.673,0.000,0.161,0.000,0.183,0.161,0.183
2019-05-27 03:30:00,23.563,0.000,0.151,0.000,0.188,0.151,0.188
2019-05-27 04:00:00,14.999,0.000,0.154,0.000,0.190,0.154,0.190
2019-05-27 04:30:00,37.100,0.000,0.150,0.000,0.191,0.150,0.191
2019-05-27 05:00:00,40.344,0.000,0.000,0.000,0.192,0.000,0.192
2019-05-27 05:30:00,35.019,0.000,0.000,0.000,0.195,0.000,0.195
2019-05-27 06:00:00,34.385,0.000,0.147,0.000,0.195,0.147,0.195
2019-05-27 06:30:00,21.929,0.000,0.157,0.000,0.197,0.157,0.197
2019-05-27 07:00:00,-11.933,0.000,0.169,0.000,0.198,0.169,0.198
2019-05-27 07:30:00,11.071,0.000,0.161,0.000,0.199,0.161,0.199
2019-05-27 08:00:00,-55.051,0.000,0.177,0.000,0.199,0.177,0.199
2019-05-27 08:30:00,-60.317,0.000,0.190,0.000,0.202,0.190,0.202
2019-05-27 09:00:00,-57.950,0.000,0.189,0.000,0.207,0.189,0.207
2019-05-27 09:30:00,-59.330,0.000,0.195,0.000,0.213,0.195,0.213
2019-05-27 10:00:00,-56.995,0.000,0.194,0.000,0.218,0.194,0.218
2019-05-27 10:30:00,-60.289,0.000,0.202,0.000,0.218,0.202,0.218
2019-05-27 11:00:00,-59.461,0.000,0.204,0.000,0.222,0.204,0.222
2019-05-27 11:30:00,-54.664,0.000,0.192,0.000,0.223,0.192,0.223
2019-05-27 12:00:00,-16.560,0.000,0.177,0.000,0.205,0.177,0.205
2019-05-27 12:30:00,-18.721,0.000,0.171,0.000,0.196,0.171,0.196
2019-05-27 13:00:00,-21.510,0.000,0.167,0.000,0.189,0.167,0.189
2019-05-27 13:30:00,-4.159,0.000,0.151,0.000,0.178,0.151,0.178
2019-05-27 14:00:00,5.475,0.000,0.000,0.000,0.171,0.000,0.171
2019-05-27 14:30:00,-3.578,0.000,0.000,0.000,0.166,0.000,0.166
2019-05-27 15:00:00,-9.459,0.000,0.000,0.000,0.162,0.000,0.162
2019-05-27 15:30:00,-3.806,0.000,0.000,0.000,0.160,0.000,0.160
2019-05-27 16:00:00,-4.317,0.000,0.000,0.000,0.159,0.000,0.159
2019-05-27 16:30:00,13.140,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 17:00:00,-18.490,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 17:30:00,-3.392,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 18:00:00,-4.031,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 18:30:00,8.307,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 19:00:00,-5.113,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 19:30:00,53.491,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 20:00:00,34.580,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 20:30:00,15.327,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 21:00:00,16.047,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 21:30:00,22.898,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 22:00:00,20.512,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 22:30:00,12.388,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-27 23:00:00,11.199,0.000,0.000,0.000,0.162,0.000,0.162
2019-05-27 23:30:00,40.278,0.000,0.000,0.000,0.162,0.000,0.162
2019-05-28 00:00:00,59.847,0.000,0.000,0.000,0.162,0.000,0.162
2019-05-28 00:30:00,3.173,0.000,0.000,0.000,0.162,0.000,0.162
2019-05-28 01:00:00,-2.391,0.000,0.000,0.000,0.170,0.000,0.170
2019-05-28 01:30:00,-20.120,0.000,0.154,0.000,0.173,0.154,0.173
2019-05-28 02:00:00,-15.129,0.000,0.154,0.000,0.176,0.154,0.176
2019-05-28 02:30:00,36.825,0.000,0.000,0.000,0.178,0.000,0.178
2019-05-28 03:00:00,36.848,0.000,0.000,0.000,0.179,0.000,0.179
2019-05-28 03:30:00,53.517,0.000,0.000,0.000,0.179,0.000,0.179
2019-05-28 04:00:00,57.397,0.000,0.000,0.000,0.180,0.000,0.180
2019-05-28 04:30:00,10.932,0.000,0.151,0.000,0.183,0.151,0.183
2019-05-28 05:00:00,48.972,0.000,0.000,0.000,0.186,0.000,0.186
2019-05-28 05:30:00,4.902,0.000,0.155,0.000,0.187,0.155,0.187
2019-05-28 06:00:00,-15.055,0.000,0.164,0.000,0.189,0.164,0.189
2019-05-28 06:30:00,-22.464,0.000,0.169,0.000,0.191,0.169,0.191
2019-05-28 07:00:00,-9.636,0.000,0.163,0.000,0.191,0.163,0.191
2019-05-28 07:30:00,1.527,0.000,0.160,0.000,0.193,0.160,0.193
2019-05-28 08:00:00,-9.849,0.000,0.166,0.000,0.195,0.166,0.195
2019-05-28 08:30:00,-21.197,0.000,0.174,0.000,0.197,0.174,0.197
2019-05-28 09:00:00,-60.785,0.000,0.189,0.000,0.199,0.189,0.199
2019-05-28 09:30:00,-60.775,0.000,0.190,0.000,0.201,0.190,0.201
2019-05-28 10:00:00,-60.761,0.000,0.192,0.000,0.203,0.192,0.203
2019-05-28 10:30:00,-12.471,0.000,0.174,0.000,0.204,0.174,0.204
2019-05-28 11:00:00,18.114,0.000,0.163,0.000,0.206,0.163,0.206
2019-05-28 11:30:00,10.869,0.000,0.165,0.000,0.205,0.165,0.205
2019-05-28 12:00:00,26.563,0.000,0.158,0.000,0.199,0.158,0.199
2019-05-28 12:30:00,16.965,0.000,0.158,0.000,0.197,0.158,0.197
2019-05-28 13:00:00,-3.212,0.000,0.161,0.000,0.192,0.161,0.192
2019-05-28 13:30:00,-17.526,0.000,0.162,0.000,0.185,0.162,0.185
2019-05-28 14:00:00,13.116,0.000,0.000,0.000,0.176,0.000,0.176
2019-05-28 14:30:00,18.188,0.000,0.000,0.000,0.171,0.000,0.171
2019-05-28 15:00:00,31.421,0.000,0.000,0.000,0.171,0.000,0.171
2019-05-28 15:30:00,29.148,0.000,0.000,0.000,0.167,0.000,0.167
2019-05-28 16:00:00,26.063,0.000,0.000,0.000,0.167,0.000,0.167
2019-05-28 16:30:00,5.785,0.000,0.000,0.000,0.163,0.000,0.163
2019-05-28 17:00:00,1.860,0.000,0.000,0.000,0.160,0.000,0.160
2019-05-28 17:30:00,7.565,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-28 18:00:00,27.325,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-28 18:30:00,12.699,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-28 19:00:00,14.106,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-28 19:30:00,50.046,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-28 20:00:00,36.633,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-28 20:30:00,32.631,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-28 21:00:00,19.198,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-28 21:30:00,43.442,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-28 22:00:00,22.420,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-28 22:30:00,45.539,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-28 23:00:00,17.043,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-28 23:30:00,6.100,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 00:00:00,15.409,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 00:30:00,35.014,0.000,0.000,0.000,0.165,0.000,0.165
2019-05-29 01:00:00,37.083,0.000,0.000,0.000,0.169,0.000,0.169
2019-05-29 01:30:00,25.752,0.000,0.000,0.000,0.172,0.000,0.172
2019-05-29 02:00:00,23.560,0.000,0.000,0.000,0.175,0.000,0.175
2019-05-29 02:30:00,59.184,0.000,0.000,0.000,0.177,0.000,0.177
2019-05-29 03:00:00,61.232,0.000,0.000,0.000,0.180,0.000,0.180
2019-05-29 03:30:00,36.475,0.000,0.000,0.000,0.181,0.000,0.181
2019-05-29 04:00:00,21.850,0.000,0.000,0.000,0.182,0.000,0.182
2019-05-29 04:30:00,21.891,0.000,0.000,0.000,0.183,0.000,0.183
2019-05-29 05:00:00,43.694,0.000,0.000,0.000,0.184,0.000,0.184
2019-05-29 05:30:00,23.568,0.000,0.149,0.000,0.184,0.149,0.184
2019-05-29 06:00:00,58.485,0.000,0.145,0.000,0.184,0.145,0.184
2019-05-29 06:30:00,33.455,0.000,0.148,0.000,0.185,0.148,0.185
2019-05-29 07:00:00,38.014,0.000,0.000,0.000,0.187,0.000,0.187
2019-05-29 07:30:00,53.047,0.000,0.148,0.000,0.191,0.148,0.191
2019-05-29 08:00:00,43.059,0.000,0.151,0.000,0.192,0.151,0.192
2019-05-29 08:30:00,37.707,0.000,0.000,0.000,0.192,0.000,0.192
2019-05-29 09:00:00,20.184,0.000,0.155,0.000,0.193,0.155,0.193
2019-05-29 09:30:00,-1.564,0.000,0.162,0.000,0.193,0.162,0.193
2019-05-29 10:00:00,15.941,0.000,0.157,0.000,0.193,0.157,0.193
2019-05-29 10:30:00,8.798,0.000,0.158,0.000,0.193,0.158,0.193
2019-05-29 11:00:00,35.327,0.000,0.153,0.000,0.194,0.153,0.194
2019-05-29 11:30:00,28.781,0.000,0.154,0.000,0.193,0.154,0.193
2019-05-29 12:00:00,10.458,0.000,0.155,0.000,0.189,0.155,0.189
2019-05-29 12:30:00,-55.770,0.000,0.169,0.000,0.188,0.169,0.188
2019-05-29 13:00:00,-60.949,0.000,0.178,0.000,0.187,0.178,0.187
2019-05-29 13:30:00,-59.034,0.000,0.174,0.000,0.187,0.174,0.187
2019-05-29 14:00:00,-60.309,0.000,0.176,0.000,0.187,0.176,0.187
2019-05-29 14:30:00,-24.643,0.000,0.157,0.000,0.173,0.157,0.173
2019-05-29 15:00:00,2.111,0.000,0.000,0.000,0.173,0.000,0.173
2019-05-29 15:30:00,7.573,0.000,0.000,0.000,0.168,0.000,0.168
2019-05-29 16:00:00,-2.813,0.000,0.000,0.000,0.163,0.000,0.163
2019-05-29 16:30:00,-42.440,0.000,0.000,0.000,0.161,0.000,0.161
2019-05-29 17:00:00,-13.767,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 17:30:00,-4.565,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 18:00:00,-14.535,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 18:30:00,9.468,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 19:00:00,13.362,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 19:30:00,54.465,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 20:00:00,52.632,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 20:30:00,-9.784,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 21:00:00,5.579,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 21:30:00,18.668,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 22:00:00,6.375,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 22:30:00,-5.354,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 23:00:00,19.230,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-29 23:30:00,-0.116,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-30 00:00:00,-21.602,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-30 00:30:00,16.014,0.000,0.000,0.000,0.000,0.000,0.000
2019-05-30 01:00:00,71.682,0.000,0.000,0.000,0.171,0.000,0.171
2019-05-30 01:30:00,37.181,0.000,0.000,0.000,0.174,0.000,0.174
2019-05-30 02:00:00,35.991,0.000,0.000,0.000,0.176,0.000,0.176
2019-05-30 02:30:00,14.877,0.000,0.000,0.000,0.177,0.000,0.177
2019-05-30 03:00:00,37.321,0.000,0.000,0.000,0.179,0.000,0.179
2019-05-30 03:30:00,48.221,0.000,0.000,0.000,0.180,0.000,0.180
2019-05-30 04:00:00,51.757,0.000,0.000,0.000,0.181,0.000,0.181
2019-05-30 04:30:00,50.453,0.000,0.000,0.000,0.184,0.000,0.184
2019-05-30 05:00:00,59.691,0.000,0.000,0.000,0.185,0.000,0.185
2019-05-30 05:30:00,41.021,0.000,0.000,0.000,0.194,0.000,0.194
2019-05-30 06:00:00,29.434,0.000,0.161,0.000,0.205,0.161,0.205
2019-05-30 06:30:00,44.939,0.000,0.157,0.000,0.212,0.157,0.212
2019-05-30 07:00:00,51.774,0.000,0.158,0.000,0.212,0.158,0.212
2019-05-30 07:30:00,1.770,0.000,0.171,0.000,0.212,0.171,0.212
2019-05-30 08:00:00,5.353,0.000,0.170,0.000,0.213,0.170,0.213
2019-05-30 08:30:00,-0.671,0.000,0.173,0.000,0.214,0.173,0.214
2019-05-30 09:00:00,-17.507,0.000,0.183,0.000,0.215,0.183,0.215
2019-05-30 09:30:00,-56.863,0.000,0.192,0.000,0.216,0.192,0.216
2019-05-30 10:00:00,-57.405,0.000,0.193,0.000,0.216,0.193,0.216
2019-05-30 10:30:00,-0.034,0.000,0.174,0.000,0.217,0.174,0.217
2019-05-30 11:00:00,4.134,0.000,0.172,0.000,0.216,0.172,0.216
2019-05-30 11:30:00,33.020,0.000,0.163,0.000,0.212,0.163,0.212
2019-05-30 12:00:00,21.365,0.000,0.150,0.000,0.210,0.150,0.210
2019-05-30 12:30:00,41.170,0.000,0.159,0.000,0.204,0.159,0.204
